Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	6	0	0.00866235644	293.200066	293.200066	293.200066	293.200066	0	0	0	0	0	0	3
2	7	0	0.0173247129	293.200823	293.200445	293.200066	293.200823	0.000378627979	0	0	0	0	0	3
3	8	0	0.0259870693	293.20137	293.200753	293.200066	293.20137	0.000686958296	0	0	0	0	0	3
4	9	0	0.0346494258	293.201767	293.201006	293.200066	293.201767	0.000940513666	0	0	0	0	0	3
5	10	0	0.0433117822	293.202221	293.201249	293.200066	293.202221	0.0011834307	0	0	0	0	0	3
6	11	0	0.0519741386	293.203049	293.201549	293.200066	293.203049	0.00148333638	0	0	0	0	0	3
7	12	0	0.0606364951	293.204045	293.201906	293.200066	293.204045	0.00183983119	0	0	0	0	0	3
8	13	0	0.0692988515	293.205043	293.202298	293.200066	293.205043	0.00223197972	0	0	0	0	0	3
9	14	0	0.077961208	293.205955	293.202704	293.200066	293.205955	0.00263828356	0	0	0	0	0	3
10	15	0	0.0866235644	293.206716	293.203105	293.200066	293.206716	0.00303946218	0	0	0	0	0	3
11	16	0	0.0952859208	293.20745	293.2035	293.200066	293.20745	0.00343445657	0	0	0	0	0	3
12	17	0	0.103948277	293.207721	293.203852	293.200066	293.207721	0.00378619717	0	0	0	0	0	3
13	18	0	0.112610634	293.207629	293.204143	293.200066	293.207721	0.00407674948	0	0	0	0	0	3
14	19	0	0.12127299	293.207424	293.204377	293.200066	293.207721	0.00431110277	0	0	0	0	0	3
15	20	0	0.129935347	293.207354	293.204576	293.200066	293.207721	0.00450955187	0	0	0	0	0	3
16	21	0	0.138597703	293.207989	293.204789	293.200066	293.207989	0.00472287799	0	0	0	0	0	3
17	23	0	0.147260059	293.209279	293.205053	293.200066	293.209279	0.00498700239	0	0	0	0	0	3
18	24	0	0.155922416	293.210869	293.205376	293.200066	293.210869	0.00531012603	0	0	0	0	0	3
19	25	0	0.164584772	293.212389	293.205745	293.200066	293.212389	0.0056792274	0	0	0	0	0	3
20	26	0	0.173247129	293.213659	293.206141	293.200066	293.213659	0.00607491622	0	0	0	0	0	3
21	27	0	0.181909485	293.215392	293.206581	293.200066	293.215392	0.0065154493	0	0	0	0	0	3
22	28	0	0.190571842	293.21775	293.207089	293.200066	293.21775	0.00702312154	0	0	0	0	0	3
23	29	0	0.199234198	293.220768	293.207684	293.200066	293.220768	0.00761786115	0	0	0	0	0	3
24	30	0	0.207896555	293.223947	293.208361	293.200066	293.223947	0.00829550354	0	0	0	0	0	3
25	31	0	0.216558911	293.226771	293.209098	293.200066	293.226771	0.00903187022	0	0	0	0	0	3
26	33	0	0.225221267	293.229665	293.209889	293.200066	293.229665	0.00982291435	0	0	0	0	0	3
27	34	0	0.233883624	293.231698	293.210697	293.200066	293.231698	0.0106306605	0	0	0	0	0	3
28	35	0	0.24254598	293.234081	293.211532	293.200066	293.234081	0.0114658303	0	0	0	0	0	3
29	36	0	0.251208337	293.237324	293.212421	293.200066	293.237324	0.0123552217	0	0	0	0	0	3
30	37	0	0.259870693	293.241331	293.213385	293.200066	293.241331	0.0133188765	0	0	0	0	0	3
31	38	0	0.26853305	293.247932	293.214499	293.200066	293.247932	0.0144333012	0	0	0	0	0	3
32	40	0	0.277195406	293.25436	293.215745	293.200066	293.25436	0.0156789425	0	0	0	0	0	3
33	41	0	0.285857762	293.260415	293.217099	293.200066	293.260415	0.0170325935	0	0	0	0	0	3
34	42	0	0.294520119	293.266132	293.218541	293.200066	293.266132	0.018474763	0	0	0	0	0	3
35	43	0	0.303182475	293.271557	293.220055	293.200066	293.271557	0.0199895171	0	0	0	0	0	3
36	44	0	0.311844832	293.278842	293.221688	293.200066	293.278842	0.0216224847	0	0	0	0	0	3
37	45	0	0.320507188	293.285239	293.223406	293.200066	293.285239	0.0233400634	0	0	0	0	0	3
38	47	0	0.329169545	293.290706	293.225177	293.200066	293.290706	0.0251111225	0	0	0	0	0	3
39	48	0	0.337831901	293.295279	293.226975	293.200066	293.295279	0.0269085954	0	0	0	0	0	3
40	49	0	0.346494258	293.299022	293.228776	293.200066	293.299022	0.0287097736	0	0	0	0	0	3
41	50	0	0.355156614	293.302964	293.230585	293.200066	293.302964	0.0305192336	0	0	0	0	0	3
42	51	0	0.36381897	293.305816	293.232376	293.200066	293.305816	0.0323104333	0	0	0	0	0	3
43	53	0	0.372481327	293.307878	293.234132	293.200066	293.307878	0.0340662952	0	0	0	0	0	3
44	54	0	0.381143683	293.309413	293.235843	293.200066	293.309413	0.0357772295	0	0	0	0	0	3
45	55	0	0.38980604	293.310595	293.237504	293.200066	293.310595	0.0374383821	0	0	0	0	0	3
46	56	0	0.398468396	293.311553	293.239114	293.200066	293.311553	0.0390481311	0	0	0	0	0	3
47	58	0	0.407130753	293.312373	293.240673	293.200066	293.312373	0.0406068389	0	0	0	0	0	3
48	59	0	0.415793109	293.313099	293.242182	293.200066	293.313099	0.042115727	0	0	0	0	0	3
49	60	0	0.424455466	293.313761	293.243642	293.200066	293.313761	0.0435765198	0	0	0	0	0	3
50	61	0	0.433117822	293.314362	293.245057	293.200066	293.314362	0.0449909054	0	0	0	0	0	3
51	63	0	0.441780178	293.314907	293.246426	293.200066	293.314907	0.0463605234	0	0	0	0	0	3
52	64	0	0.450442535	293.315412	293.247753	293.200066	293.315412	0.0476871691	0	0	0	0	0	3
53	65	0	0.459104891	293.315868	293.249038	293.200066	293.315868	0.0489723571	0	0	0	0	0	3
54	66	0	0.467767248	293.316282	293.250284	293.200066	293.316282	0.0502176022	0	0	0	0	0	3
55	67	0	0.476429604	293.316655	293.25149	293.200066	293.316655	0.0514243529	0	0	0	0	0	3
56	69	0	0.485091961	293.316995	293.25266	293.200066	293.316995	0.052594077	0	0	0	0	0	3
57	70	0	0.493754317	293.31729	293.253794	293.200066	293.31729	0.0537279389	0	0	0	0	0	3
58	71	0	0.502416673	293.317552	293.254893	293.200066	293.317552	0.0548272158	0	0	0	0	0	3
59	72	0	0.51107903	293.31778	293.256923	293.200823	293.31778	0.0564781401	0	0	0	0	0	3
60	73	0	0.519741386	293.317976	293.258943	293.20137	293.317976	0.0581896827	0	0	0	0	0	3
