Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
114	240	0	1.0000162	9.14376348	9.34605179	9.0846847	10.2809204	1.19623568	1.93328132	0	100	0	0	3
115	241	0	1.00878828	9.15722705	9.32633787	9.0846847	10.239776	1.15509133	1.93328132	0	100	0	0	3
116	243	0	1.01756035	9.17606173	9.30767622	9.0846847	10.1943203	1.10963561	1.93328132	0	100	0	0	3
117	245	0	1.02633242	9.19609568	9.2901635	9.0846847	10.1485053	1.06382061	1.93328132	0	100	0	0	3
118	247	0	1.03510449	9.22143582	9.27389913	9.0846847	10.08971	1.00502527	1.93328132	0	100	0	0	3
119	249	0	1.04387656	9.24478272	9.25907584	9.0846847	10.0190284	0.93434372	1.93328132	0	100	0	0	3
120	250	0	1.05264864	9.26951195	9.24592643	9.0846847	9.92864132	0.843956615	1.93328132	0	100	0	0	3
121	252	0	1.06142071	9.28891454	9.23470315	9.0846847	9.8329096	0.748224901	1.93328132	0	100	0	0	3
122	254	0	1.07019278	9.30993348	9.22552813	9.0846847	9.74093614	0.656251439	1.93328132	0	100	0	0	3
123	255	0	1.07896485	9.32376274	9.2182093	9.0846847	9.66858057	0.583895872	1.93328132	0	100	0	0	3
124	257	0	1.08773692	9.3393751	9.21243377	9.0846847	9.61743768	0.532752978	1.93328132	0	100	0	0	3
125	259	0	1.096509	9.34895267	9.2077235	9.0846847	9.58253091	0.497846209	1.93328132	0	100	0	0	3
126	262	0	1.10528107	9.35977614	9.20381552	9.0846847	9.56206843	0.477383724	1.93328132	0	100	0	0	3
127	263	0	1.11405314	9.36657417	9.2003858	9.0846847	9.54504577	0.46036107	1.93328132	0	100	0	0	3
128	265	0	1.12282521	9.3716507	9.19734378	9.0846847	9.52594366	0.441258962	1.93328132	0	100	0	0	3
129	267	0	1.13159728	9.36703094	9.19455584	9.0846847	9.49567186	0.410987155	1.93328132	0	100	0	0	3
130	269	0	1.14036936	9.36447152	9.19225408	9.0846847	9.45547859	0.370793892	1.93328132	0	100	0	0	3
131	271	0	1.14914143	9.35428337	9.19047872	9.0846847	9.40262489	0.317940187	1.93328132	0	100	0	0	3
132	273	0	1.1579135	9.34334377	9.18943871	9.0846847	9.3716507	0.286966003	1.93328132	0	100	0	0	3
133	274	0	1.16668557	9.32482513	9.18899563	9.0846847	9.3716507	0.286966003	1.93328132	0	100	0	0	3
134	276	0	1.17545764	9.30876297	9.18921536	9.0846847	9.3716507	0.286966003	1.93328132	0	100	0	0	3
135	278	0	1.18422972	9.28497027	9.18991975	9.0846847	9.3716507	0.286966003	1.93328132	0	100	0	0	3
